Immatriculation,Titre courant de l'œuvre,Légende,Département,Commune,Lieu-dit,Adresse,Sujet,Nom du fichier,Année de la photo,Catégorie,Mot-clé,Auteur doc. reproduit,url_photo_small,url_photo_medium
IVR11_20147700443NUC4A,,"Réhabilitation de l'ancienne centrale électrique en espace culturel ""Les 26 couleurs"" (agence d'architecture AAPP Philippe Prost). Maitrise d'oeuvre de la scénographie : Zaborski-Michalska. Maître d'ouvrage : ville de Saint-Fargeau-Ponthierry. L'ancienne salle des machines. au fond, l'ancien tableau électrique à dalle de marbre. Manufacture de papiers peints Leroy-Espace culturel les 26 couleurs",77.0,Saint-Fargeau-Ponthierry,,11-novembre-1918 (rue du),,IVR11_20147700443NUC4A.jpg,2014.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/54039c9b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/54039c9b0000000000000000_MEDIUM.jpg
IVR11_20167700363NUC4A,,"Vue du donjon, depuis la rue du Houssoy, à l'ouest. Château fort du Houssoy",77.0,Crouy-sur-Ourcq,,,,IVR11_20167700363NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c754cb0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c754cb0000000000000000_MEDIUM.jpg
IVR11_20167700404NUC4A,,"Vue d'ensemble, depuis l'est. Eglise paroissiale Saint-Germain",77.0,Marles-en-Brie,,Léchelle (rue de la);Quatre vents (rue des),,IVR11_20167700404NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c754f40000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c754f40000000000000000_MEDIUM.jpg
IVR11_20167700411NUC4A,,Ruines du pavillon principal. Château,77.0,Montceaux-lès-Meaux,,,,IVR11_20167700411NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c754fb0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c754fb0000000000000000_MEDIUM.jpg
IVR11_20167700424NUC4A,,"Vue d'ensemble, depuis le nord-ouest (photo horinzontale). Eglise paroissiale Saint-Jean-Baptiste",77.0,Nemours,,,,IVR11_20167700424NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c755080000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c755080000000000000000_MEDIUM.jpg
IVR11_20167500203NUC4A,la Maison de l’Île-de-France à la Cité internationale universitaire de Paris,Etat du chantier au 28 juillet 2016. La Maison de l’Île-de-France à la Cité internationale universitaire de Paris,75.0,Paris 14e arrondissement,,9D Boulevard Jourdan,,IVR11_20167500203NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee12b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee12b0000000000000000_MEDIUM.jpg
IVR11_20167500384NUC4A,,Lycée Hélène Boucher,75.0,,,,,IVR11_20167500384NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee1e00000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee1e00000000000000000_MEDIUM.jpg
IVR11_20167500415NUC4A,,Le lycée Claude Monet.,75.0,,,,,IVR11_20167500415NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee1ff0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee1ff0000000000000000_MEDIUM.jpg
IVR11_20167500761NUC4A,Lycée Camille-Sée,,75.0,,,,lycée,IVR11_20167500761NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee3590000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee3590000000000000000_MEDIUM.jpg
IVR11_20177800128NUC4A,"hôtels, maisons, immeubles","Deux villas en meulière du début du XXe siècle, 72 et 74 avenue du Président Franklin Roosevelt. Hôtels, maisons, immeubles",78.0,Mantes-la-Jolie,,,,IVR11_20177800128NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597fa8e00000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597fa8e00000000000000000_MEDIUM.jpg
IVR11_20177800746NUC4A,Clôture de chœur,Chaque écoinçon est peuplé d'un personnage différent qui occupe tout l'espace. Clôture de chœur,78.0,Mantes-la-Jolie,Gassicourt,place Sainte-Anne,,IVR11_20177800746NUC4A.jpg,2017.0,menuiserie,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597fab4a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597fab4a0000000000000000_MEDIUM.jpg
IVR11_20177800762NUC4A,Ensemble de 32 stalles,Les stalles du côté sud. Ensemble de 32 stalles,78.0,Mantes-la-Jolie,Gassicourt,place Sainte-Anne,,IVR11_20177800762NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597fab5a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597fab5a0000000000000000_MEDIUM.jpg
IVR11_20177700135NUC4A,,"Vue intérieure, vers le choeur. Eglise paroissiale Saint-Clair-Saint-Léger",77.0,Souppes-sur-Loing,,République (place de la),,IVR11_20177700135NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59a887670000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59a887670000000000000000_MEDIUM.jpg
IVR11_20177700139NUC4A,,"Vue d'ensemble, depuis le sud-est. Eglise paroissiale Saint-Amand",77.0,Thomery,,,,IVR11_20177700139NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59a8876b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59a8876b0000000000000000_MEDIUM.jpg
IVR11_20177700172NUC4A,,"Vue d'ensemble, depuis l'est. Eglise paroissiale",77.0,Héricy,,,,IVR11_20177700172NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59a8878c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59a8878c0000000000000000_MEDIUM.jpg
IVR11_20177700233NUC4A,,L'entrée de la propriété. Abbaye de Jouy,77.0,Chenoise,,,,IVR11_20177700233NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59a887c90000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59a887c90000000000000000_MEDIUM.jpg
IVR11_20187500025NUC4A,Montmartre aux artistes,Palette dans l'atelier de Pierre Faure. Montmartre aux artistes,75.0,Paris 18e arrondissement,,187 rue  Ordener ; 189 rue  Ordener,,IVR11_20187500025NUC4A.jpg,2018.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5bb147790000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5bb147790000000000000000_MEDIUM.jpg
IVR11_20199400074NUC4A,"Atelier du peintre d'Isaac Celnikier (Varsovie, 1923-Paris, 2011), situé dans l'ensemble de logements ""Jeanne-Hachette""",Détail de la palette d'Isaac Celnikier,94.0,Ivry-sur-Seine,,103 rue Georges Gonnat ;,,IVR11_20199400074NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c537e3a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c537e3a0000000000000000_MEDIUM.jpg
IVR11_20199300033NUC4A,"Ensemble de logements comprenant des ateliers d'artistes, dit ""La Maladrerie""","Vue de la verrière d'ateliers d'artistes au rez-de-chaussée, allée Nicolas de Staël (2). Ensemble de logements comprenant des ateliers d'artistes, dit ""La Maladrerie""",93.0,Aubervilliers,,,,IVR11_20199300033NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c7868110000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c7868110000000000000000_MEDIUM.jpg
IVR11_20199300057NUC4A,"Ensemble de logements comprenant des ateliers d'artistes, dit ""La Maladrerie""","Vue de l'exposition ""Julie Balagué"" (5). Ensemble de logements comprenant des ateliers d'artistes, dit ""La Maladrerie""",93.0,Aubervilliers,,,,IVR11_20199300057NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c7868290000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c7868290000000000000000_MEDIUM.jpg
IVR11_20197700192NUC4A,Ensemble d'ateliers,"Détail porte de l'atelier de Charles Delort puis de Cézanne fils, 164 rue du général Leclerc",77.0,Bourron-Marlotte,,,,IVR11_20197700192NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6aeea00000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6aeea00000000000000000_MEDIUM.jpg
IVR11_20197700704NUC4A,,,77.0,,,,,IVR11_20197700704NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af0a00000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af0a00000000000000000_MEDIUM.jpg
IVR11_20197700728NUC4A,,,77.0,,,,,IVR11_20197700728NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af0b80000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af0b80000000000000000_MEDIUM.jpg
IVR11_20197701056NUC4A,,,77.0,,,,,IVR11_20197701056NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af2000000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af2000000000000000000_MEDIUM.jpg
IVR11_20197500191NUC4A,Immeuble d'ateliers d'artistes,"Vue de la façade de l'immeuble sur cour, depuis le premier étage de l'immeuble lui faisant face. Immeuble d'ateliers d'artistes",75.0,Paris 14e arrondissement,,7 rue Antoine Chantin,,IVR11_20197500191NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927b9f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927b9f0000000000000000_MEDIUM.jpg
IVR11_20197500491NUC4A,,,75.0,,,,,IVR11_20197500491NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927ccb0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927ccb0000000000000000_MEDIUM.jpg
IVR11_20219300411NUC4A,,Ancienne usine de produits chimiques / Parfumerie Jean Patou.,93.0,Saint-Ouen-sur-Seine,,,usine de produits chimiques,IVR11_20219300411NUC4A.jpg,2021.0,,"Label Patrimoine d'Intérêt Régional,Parfumerie Jean Patou",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/603c220b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/603c220b0000000000000000_MEDIUM.jpg
IVR11_20219300417NUC4A,,Ancienne usine de produits chimiques / Parfumerie Jean Patou.,93.0,Saint-Ouen-sur-Seine,,,usine de produits chimiques,IVR11_20219300417NUC4A.jpg,2021.0,,"Label Patrimoine d'Intérêt Régional,Parfumerie Jean Patou",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/603c22110000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/603c22110000000000000000_MEDIUM.jpg
IVR11_20219300535NUC4A,,Ferme et jardin de la rue de l'Abreuvoir.,93.0,La Courneuve,,,,IVR11_20219300535NUC4A.jpg,2021.0,,"Label Patrimoine d'Intérêt Régional,Musée des Cultures Légumières,jardin partagé,patrimoine rural",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/603c22870000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/603c22870000000000000000_MEDIUM.jpg
IVR11_20219300610NUC4A,,Patinoire de Saint-Ouen.,93.0,Saint-Ouen-sur-Seine,,,,IVR11_20219300610NUC4A.jpg,2021.0,,Patinoire de Saint-Ouen,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/603c22d20000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/603c22d20000000000000000_MEDIUM.jpg
IVR11_20219300807NUC4A,,Gymnase de L'alliance,93.0,Saint-Ouen-sur-Seine,,,,IVR11_20219300807NUC4A.jpg,2021.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/603c23970000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/603c23970000000000000000_MEDIUM.jpg
IVR11_20227700293NUDA,"Usine de matériel électrique industriel Schneider et Cie, puis Le Matériel Electrique Scheider-Westinghouse (SW), puis Jeumont-Schneider (JS), actuellement ensemble industriel appelé ""Espace Technologique et Industriel de Champagne-sur-Seine"" (zone ETIC)",,77.0,Champagne-sur-Seine,,,,IVR11_20227700293NUDA.jpg,2022.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/630fdb050000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/630fdb050000000000000000_MEDIUM.jpg
IVR11_20247500671NUC4A,"Service municipal des pompes funèbres de Paris, aujourd'hui établissement culturel Le Centquatre-Paris","Centre culturel ""Le Centquatre"", anciennement service municipal des pompes funèbres.",75.0,,,,,IVR11_20247500671NUC4A.jpg,2024.0,,"patrimoine industriel,art contemporain,reconversion",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/67370f900000000000000111_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/67370f900000000000000111_MEDIUM.jpg
IVR11_20247500711NUC4A,,"Usine de quincaillerie (fabrication de clés), puis ateliers d'artistes appelés La Forge de Belleville puis Villa Belleville .",75.0,Paris 20e arrondissement,,"23, rue ramponeau",,IVR11_20247500711NUC4A.jpg,2024.0,,"patrimoine industriel,art contemporain,reconversion",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/67370f900000000000000151_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/67370f900000000000000151_MEDIUM.jpg
IVR11_20259100264NUC4A,,,91.0,Milly-la-Forêt,,,,IVR11_20259100264NUC4A.jpg,2025.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6841a8990000000000000013_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6841a8990000000000000013_MEDIUM.jpg
IVR11_20259100305NUC4A,,,91.0,Milly-la-Forêt,,,,IVR11_20259100305NUC4A.jpg,2025.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6841a8990000000000000054_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6841a8990000000000000054_MEDIUM.jpg
IVR11_20259100407NUC4A,,,91.0,Milly-la-Forêt,,,,IVR11_20259100407NUC4A.jpg,2025.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6842bc740000000000000060_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6842bc740000000000000060_MEDIUM.jpg
IVR11_20197500426NUC4A,école nationale supérieure d'Arts et métiers (ENSAM),École nationale supérieure d'Arts et métiers (ENSAM),75.0,Paris 13e arrondissement,,151 Boulevard de l'hôpital,édifice d'enseignement supérieur,IVR11_20197500426NUC4A.jpg,2019.0,,Ecole nationale des Arts et Métiers,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927c8a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927c8a0000000000000000_MEDIUM.jpg
IVR11_20167500794NUC4A,Bains douches de la rue Castagnary,"Détail de l'inscription ""bains-douches"" et du décor de mosaïque (tesselles de pâte de verre). Bains douches de la rue Castagnary",75.0,Paris,,34 rue Castagnary,,IVR11_20167500794NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee37a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee37a0000000000000000_MEDIUM.jpg
IVR11_20257500127NUC4A,,,75.0,Paris 13e arrondissement,,"44, avenue des Gobelins",,IVR11_20257500127NUC4A.jpg,2025.0,,"patrimoine industriel,portrait,gestes du travail",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/680bae610000000000000083_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/680bae610000000000000083_MEDIUM.jpg
IVR11_20257500364NUC4A,,,75.0,Paris 13e arrondissement,,"44, avenue des Gobelins",,IVR11_20257500364NUC4A.jpg,2025.0,,"patrimoine industriel,portrait,gestes du travail",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/680bae610000000000000320_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/680bae610000000000000320_MEDIUM.jpg
IVR11_20257500377NUC4A,,,75.0,Paris 13e arrondissement,,"44, avenue des Gobelins",,IVR11_20257500377NUC4A.jpg,2025.0,,"patrimoine industriel,portrait,gestes du travail",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/680bae610000000000000334_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/680bae610000000000000334_MEDIUM.jpg
IVR11_20069400191XA,présentation de la commune de Bry-sur-Marne,"Usine de construction électrique ALG Fabae, 2 rue Garenne. Vue intérieure d'un bâtiment, détail de la structure en béton sous une verrière. Présentation de la commune de Bry-sur-Marne",94.0,Bry-sur-Marne,,,,IVR11_20069400191XA.jpg,2006.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/43dfecaf0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/43dfecaf0000000000000000_MEDIUM.jpg
IVR11_20079400412NUDA,présentation de la commune de Bry-sur-Marne,Schéma indiquant la croissance de la population des deux communes et la densification de leur territoire.,94.0,Bry-sur-Marne,,,,IVR11_20079400412NUDA.jpg,2007.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/45c1210c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/45c1210c0000000000000000_MEDIUM.jpg
IVR11_20197500828NUC4A,,Atelier d'Alberto Giacometti,75.0,Paris,,,,IVR11_20197500828NUC4A.jpg,2019.0,,Institut Giacometti,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927e1c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927e1c0000000000000000_MEDIUM.jpg
IVR11_20197500832NUC4A,,Atelier d'Alberto Giacometti,75.0,Paris,,,,IVR11_20197500832NUC4A.jpg,2019.0,,Institut Giacometti,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927e200000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927e200000000000000000_MEDIUM.jpg
IVR11_20247700217NUC4A,,Château de Jossigny,77.0,Jossigny,,,,IVR11_20247700217NUC4A.jpeg,2024.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66c5b0da0000000000000002_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66c5b0da0000000000000002_MEDIUM.jpg
IVR11_20209200286NUC4A,,Le Parc de Saint-Cloud.,92.0,Saint-Cloud,,,fontaine,IVR11_20209200286NUC4A.jpg,2020.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e83be7e0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e83be7e0000000000000000_MEDIUM.jpg
IVR11_20197500934NUC4A,Institut national agronomique,Ecole AgroParisTech,75.0,Paris 5e arrondissement,,16 rue Claude-Berbard,édifice d'enseignement supérieur,IVR11_20197500934NUC4A.jpg,2019.0,,Ecole AgroParisTech,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927e860000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927e860000000000000000_MEDIUM.jpg
IVR11_20197500693NUC4A,Institut national agronomique,,75.0,Paris 5e arrondissement,,16 rue Claude-Berbard,édifice d'enseignement supérieur,IVR11_20197500693NUC4A.jpg,2019.0,,Université de Paris-Saclay,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927d950000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927d950000000000000000_MEDIUM.jpg
IVR11_20197500723NUC4A,Institut national agronomique,,75.0,Paris 5e arrondissement,,16 rue Claude-Berbard,édifice d'enseignement supérieur,IVR11_20197500723NUC4A.jpg,2019.0,,Université de Paris-Saclay,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927db30000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927db30000000000000000_MEDIUM.jpg
IVR11_20197500743NUC4A,Institut national agronomique,,75.0,Paris 5e arrondissement,,16 rue Claude-Berbard,édifice d'enseignement supérieur,IVR11_20197500743NUC4A.jpg,2019.0,,Université de Paris-Saclay,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927dc70000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927dc70000000000000000_MEDIUM.jpg
IVR11_20237500281NUC4A,,La halle Joseph Maigrot de l'INSEP.,75.0,Paris,,,,IVR11_20237500281NUC4A.jpg,2023.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65189b790000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65189b790000000000000000_MEDIUM.jpg
IVR11_20227500436NUC4A,,Tour Albert ou tour Croulebarbe.,75.0,Paris,,,,IVR11_20227500436NUC4A.jpg,2022.0,,gratte-ciel,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/633768940000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/633768940000000000000000_MEDIUM.jpg
